30 30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	3	5	5	5	5	5	5	5
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	15	15	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	15	15	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	25	25	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	25	25	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	20	20	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	20	20	0	0	0	0	0	0	0	0	0	0	7	7	0	0	4	5	5	5	8	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	14	15	14	0	7	7	0	0	7	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	15	17	14	0	7	7	0	0	7	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	15	17	14	0	7	7	0	0	7	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	14	15	14	0	7	7	0	0	7	0	0	0	7	0	0	0	20	20	20	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	0	7	0	0	0	20	20	20	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	0	7	0	0	0	20	20	20	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	7	0	0	0	7	0	0	0	20	20	20	0
7	0	0	0	0	0	0	0	0	15	15	15	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
9	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	5	5	5	5	5	5	1	5	5	5	5	5	5	5
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	16	16	0	0	0	0
7	0	30	30	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	40	40	0	7	0	16	16	0	0	0	0
7	0	30	30	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	40	40	0	7	0	0	0	0	30	30	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
9	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	5	5	5	5	5	5	1	5	5	5	5	5	5	5
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
12	5	5	5	5	5	5	5	5	5	5	5	5	5	11	11	5	5	5	5	5	5	11	5	5	5	5	5	5	5
